FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Karla,Luo,1971-01-14,F,karla6@adventure-works.com,20000,High School,1 (11) 500 555-0139
Jackson,Campbell,1970-10-19,M,jackson37@adventure-works.com,20000,High School,1 (11) 500 555-0182
Micah,Zhu,1970-08-10,M,micah1@adventure-works.com,30000,Bachelors,1 (11) 500 555-0185
Janet,Serrano,1971-04-21,F,janet22@adventure-works.com,30000,Bachelors,1 (11) 500 555-0135
Trisha,Huang,1970-05-08,F,trisha0@adventure-works.com,10000,Partial High School,1 (11) 500 555-0128
Clayton,Beck,1981-02-13,M,clayton38@adventure-works.com,20000,High School,1 (11) 500 555-0184
Melvin,Raje,1939-03-12,M,melvin12@adventure-works.com,30000,Bachelors,1 (11) 500 555-0167
Cindy,Jordan,1972-03-03,F,cindy2@adventure-works.com,40000,Bachelors,1 (11) 500 555-0161
Claudia,Ma,1974-04-09,F,claudia14@adventure-works.com,30000,Partial College,1 (11) 500 555-0167
Karla,Xu,1971-03-26,F,karla5@adventure-works.com,30000,Partial College,1 (11) 500 555-0160
Devin,Carter,1971-05-22,M,devin33@adventure-works.com,40000,Bachelors,1 (11) 500 555-0183
Kari,Perez,1976-03-04,F,kari21@adventure-works.com,40000,Bachelors,1 (11) 500 555-0192
Alberto,Romero,1971-06-14,M,alberto10@adventure-works.com,40000,Bachelors,1 (11) 500 555-0133
Kevin,Bryant,1975-10-18,M,kevin20@adventure-works.com,30000,Partial College,1 (11) 500 555-0186
Candace,Mehta,1970-01-11,F,candace14@adventure-works.com,30000,Partial College,1 (11) 500 555-0112
Ebony,Malhotra,1975-05-01,F,ebony4@adventure-works.com,40000,Bachelors,1 (11) 500 555-0113
Erika,Diaz,1980-04-12,F,erika2@adventure-works.com,30000,Partial College,1 (11) 500 555-0124
Stacey,Lu,1968-11-12,F,stacey12@adventure-works.com,30000,Partial College,1 (11) 500 555-0157
Darrell,Raji,1984-03-03,M,darrell9@adventure-works.com,20000,High School,1 (11) 500 555-0178
Armando,Moreno,1982-09-22,M,armando6@adventure-works.com,20000,High School,1 (11) 500 555-0165
Corey,Goel,1985-05-03,M,corey16@adventure-works.com,20000,High School,1 (11) 500 555-0111
Sebastian,Howard,1984-12-29,M,sebastian12@adventure-works.com,20000,High School,1 (11) 500 555-0112
Roger,Raje,1969-03-02,M,roger41@adventure-works.com,40000,Bachelors,1 (11) 500 555-0154
Janelle,Chandra,1983-08-06,F,janelle2@adventure-works.com,30000,Partial College,1 (11) 500 555-0161
Melody,Diaz,1983-03-16,F,melody3@adventure-works.com,20000,High School,1 (11) 500 555-0114
Linda,Rubio,1982-10-05,F,linda36@adventure-works.com,30000,Partial College,1 (11) 500 555-0153
Ivan,Raman,1983-02-18,M,ivan8@adventure-works.com,30000,Partial College,1 (11) 500 555-0119
Larry,Gill,1982-10-11,M,larry16@adventure-works.com,30000,Partial College,1 (11) 500 555-0125
Geoffrey,Gonzalez,1982-08-06,M,geoffrey16@adventure-works.com,30000,Partial College,1 (11) 500 555-0131
Edgar,Sanchez,1982-12-01,M,edgar21@adventure-works.com,30000,Partial College,1 (11) 500 555-0117
Heidi,Subram,1982-05-20,F,heidi15@adventure-works.com,20000,High School,1 (11) 500 555-0183
Melody,Ramos,1986-01-30,F,melody17@adventure-works.com,10000,Partial High School,1 (11) 500 555-0182
Clinton,Moreno,1986-05-05,M,clinton3@adventure-works.com,20000,High School,1 (11) 500 555-0152
Cesar,Madan,1981-09-01,M,cesar6@adventure-works.com,20000,High School,1 (11) 500 555-0157
Eugene,Ye,1981-12-24,M,eugene13@adventure-works.com,30000,Partial College,1 (11) 500 555-0128
Blake,Collins,1980-10-20,M,blake47@adventure-works.com,30000,Partial College,1 (11) 500 555-0140
Ernest,Lin,1985-02-23,M,ernest7@adventure-works.com,20000,Partial High School,1 (11) 500 555-0190
Keith,Andersen,1985-10-07,M,keith16@adventure-works.com,20000,Partial High School,1 (11) 500 555-0182
Meredith,Prasad,1981-05-02,F,meredith8@adventure-works.com,30000,Partial College,1 (11) 500 555-0162
Katrina,Sharma,1981-02-13,F,katrina8@adventure-works.com,30000,Partial College,1 (11) 500 555-0115
Dwayne,Navarro,1981-05-20,M,dwayne9@adventure-works.com,40000,Bachelors,1 (11) 500 555-0163
Casey,Nath,1980-09-05,F,casey20@adventure-works.com,40000,Bachelors,1 (11) 500 555-0130
Sean,Brooks,1964-10-01,M,sean8@adventure-works.com,60000,Graduate Degree,294-555-0111
Brian,Ramirez,1964-10-21,M,brian19@adventure-works.com,60000,Graduate Degree,167-555-0144
Sierra,Young,1978-10-29,F,sierra15@adventure-works.com,50000,Graduate Degree,410-555-0125
Leah,She,1978-08-19,F,leah19@adventure-works.com,50000,Graduate Degree,787-555-0163
Gabriel,Allen,1979-06-16,M,gabriel53@adventure-works.com,50000,Graduate Degree,787-555-0146
Angela,Perry,1978-12-25,F,angela10@adventure-works.com,50000,Graduate Degree,198-555-0159
Ryan,Smith,1984-03-19,M,ryan39@adventure-works.com,50000,Graduate Degree,394-555-0168
Zachary,Moore,1978-07-19,M,zachary37@adventure-works.com,50000,Graduate Degree,209-555-0118
Destiny,Rogers,1978-12-12,F,destiny26@adventure-works.com,50000,Graduate Degree,262-555-0170
Dalton,Gray,1978-08-27,M,dalton76@adventure-works.com,60000,Graduate Degree,263-555-0144
Mariah,Wood,1977-11-14,F,mariah6@adventure-works.com,40000,Graduate Degree,662-555-0125
Isaiah,Wright,1976-08-07,M,isaiah45@adventure-works.com,40000,High School,525-555-0190
Haley,Powell,1977-06-23,F,haley27@adventure-works.com,60000,Graduate Degree,200-555-0198
Antonio,Bennett,1976-08-12,M,antonio1@adventure-works.com,60000,Graduate Degree,380-555-0192
Alexandra,Jenkins,1982-05-02,F,alexandra30@adventure-works.com,60000,Graduate Degree,664-555-0121
Thomas,Anderson,1977-11-23,M,thomas71@adventure-works.com,40000,Bachelors,315-555-0121
Samuel,Collins,1977-12-10,M,samuel33@adventure-works.com,60000,Graduate Degree,385-555-0179
Darrell,Chande,1983-08-11,M,darrell4@adventure-works.com,60000,Graduate Degree,455-555-0152
Kimberly,Cox,1978-06-21,F,kimberly14@adventure-works.com,60000,Graduate Degree,383-555-0177
Morgan,Hernandez,1983-08-11,F,morgan15@adventure-works.com,70000,Graduate Degree,379-555-0153
Antonio,Powell,1977-09-09,M,antonio8@adventure-works.com,70000,Graduate Degree,966-555-0128
Angelica,Perry,1978-06-22,F,angelica7@adventure-works.com,70000,Graduate Degree,936-555-0157
Chloe,Wilson,1975-10-31,F,chloe40@adventure-works.com,50000,Bachelors,748-555-0137
James,Chen,1976-02-09,M,james41@adventure-works.com,50000,Bachelors,143-555-0119
Morgan,Hughes,1976-06-24,F,morgan81@adventure-works.com,50000,Bachelors,165-555-0182
Naomi,Munoz,1976-01-24,F,naomi7@adventure-works.com,50000,Bachelors,293-555-0147
Charles,Torres,1975-04-06,M,charles52@adventure-works.com,40000,Bachelors,202-555-0114
Gabriella,Turner,1975-04-18,F,gabriella27@adventure-works.com,40000,Bachelors,131-555-0142
Anna,Foster,1980-03-15,F,anna41@adventure-works.com,40000,Bachelors,288-555-0189
Randy,Wu,1975-03-22,M,randy8@adventure-works.com,40000,Bachelors,189-555-0124
Kevin,Scott,1980-04-12,M,kevin50@adventure-works.com,60000,Graduate Degree,364-555-0111
Ian,White,1980-01-23,M,ian12@adventure-works.com,60000,Graduate Degree,200-555-0138
Caleb,Hayes,1975-01-23,M,caleb19@adventure-works.com,60000,Graduate Degree,243-555-0128
Patricia,Garcia,1982-12-13,F,patricia18@adventure-works.com,60000,Graduate Degree,501-555-0174
Samuel,Russell,1982-05-01,M,samuel19@adventure-works.com,60000,Graduate Degree,828-555-0112
Sydney,Peterson,1982-06-04,F,sydney15@adventure-works.com,60000,Graduate Degree,848-555-0130
Ariana,Sanchez,1977-03-18,F,ariana22@adventure-works.com,60000,Graduate Degree,435-555-0160
Tamara,Sharma,1982-03-28,F,tamara21@adventure-works.com,70000,Graduate Degree,164-555-0166
Robert,Mitchell,1985-08-03,M,robert53@adventure-works.com,60000,Graduate Degree,132-555-0112
Miguel,Adams,1974-10-20,M,miguel32@adventure-works.com,60000,Graduate Degree,910-555-0185
Miranda,Gonzales,1980-01-19,F,miranda17@adventure-works.com,60000,Graduate Degree,343-555-0197
Jeremiah,James,1981-01-03,M,jeremiah39@adventure-works.com,60000,Graduate Degree,716-555-0117
Ethan,Kumar,1976-01-01,M,ethan24@adventure-works.com,60000,Graduate Degree,214-555-0118
Seth,Williams,1975-08-25,M,seth2@adventure-works.com,70000,Graduate Degree,878-555-0119
Alyssa,Morgan,1975-08-09,F,alyssa30@adventure-works.com,70000,Graduate Degree,144-555-0113
Janet,Dominguez,1976-06-11,F,janet18@adventure-works.com,70000,Graduate Degree,142-555-0139
Angel,Baker,1981-12-13,M,angel30@adventure-works.com,80000,Graduate Degree,616-555-0161
Blake,Moore,1972-12-18,M,blake7@adventure-works.com,70000,Bachelors,485-555-0144
Jada,Collins,1984-03-02,F,jada15@adventure-works.com,70000,Bachelors,169-555-0194
Isabella,Simmons,1978-10-17,F,isabella25@adventure-works.com,70000,Bachelors,424-555-0125
Jacqueline,Perry,1973-04-15,F,jacqueline8@adventure-works.com,70000,Bachelors,172-555-0136
Jessica,Brown,1971-11-15,F,jessica51@adventure-works.com,60000,Bachelors,895-555-0138
Chad,Jai,1972-03-20,M,chad13@adventure-works.com,60000,Bachelors,355-555-0162
Susan,Ye,1977-02-03,F,susan19@adventure-works.com,60000,Bachelors,268-555-0189
Morgan,Rogers,1972-02-15,F,morgan49@adventure-works.com,60000,Graduate Degree,405-555-0116
Devin,Martinez,1977-01-29,M,devin16@adventure-works.com,70000,Graduate Degree,594-555-0155
Alan,Hu,1971-08-13,M,alan24@adventure-works.com,80000,Graduate Degree,723-555-0187
Charles,Walker,1980-10-10,M,charles27@adventure-works.com,60000,Graduate Degree,162-555-0110
Johnny,Chavez,1974-07-28,M,johnny16@adventure-works.com,70000,Graduate Degree,895-555-0161
Dalton,Richardson,1974-11-05,M,dalton80@adventure-works.com,70000,Graduate Degree,385-555-0179
Kaylee,Nelson,1975-03-04,F,kaylee31@adventure-works.com,70000,Graduate Degree,139-555-0186
Abigail,Jones,1975-02-04,F,abigail50@adventure-works.com,70000,Graduate Degree,889-555-0151
Kaitlyn,Hall,1980-03-12,F,kaitlyn46@adventure-works.com,70000,Graduate Degree,209-555-0173
Greg,Taylor,1974-07-05,M,greg10@adventure-works.com,80000,Graduate Degree,959-555-0135
Devin,Parker,1971-03-31,M,devin40@adventure-works.com,40000,Bachelors,897-555-0155
Jose,Griffin,1970-08-07,M,jose15@adventure-works.com,40000,Bachelors,789-555-0114
Luke,Edwards,1976-04-09,M,luke33@adventure-works.com,40000,Bachelors,815-555-0192
Cody,Torres,1976-07-09,M,cody5@adventure-works.com,40000,Bachelors,269-555-0120
Victoria,Morris,1976-12-21,F,victoria26@adventure-works.com,80000,Bachelors,178-555-0156
Ian,Diaz,1971-03-06,M,ian62@adventure-works.com,80000,Bachelors,136-555-0185
Caroline,Butler,1976-01-10,F,caroline15@adventure-works.com,60000,Graduate Degree,101-555-0110
Kaitlyn,Wilson,1974-12-30,F,kaitlyn29@adventure-works.com,40000,Bachelors,968-555-0196
Caleb,Gonzales,1969-12-17,M,caleb14@adventure-works.com,40000,Bachelors,475-555-0114
Hailey,Diaz,1975-09-21,F,hailey42@adventure-works.com,50000,Bachelors,835-555-0168
Jonathon,Ortega,1969-09-21,M,jonathon16@adventure-works.com,50000,Bachelors,733-555-0157
Logan,Campbell,1969-07-10,M,logan33@adventure-works.com,50000,Bachelors,164-555-0159
Mackenzie,Campbell,1975-04-02,F,mackenzie29@adventure-works.com,50000,Bachelors,786-555-0184
Eduardo,Lee,1975-06-21,M,eduardo21@adventure-works.com,50000,Bachelors,993-555-0176
Jackson,Wright,1975-11-22,M,jackson51@adventure-works.com,50000,Bachelors,112-555-0181
Chase,Peterson,1968-09-12,M,chase5@adventure-works.com,60000,Bachelors,369-555-0167
Xavier,Richardson,1969-05-24,M,xavier76@adventure-works.com,60000,Bachelors,578-555-0132
David,Hayes,1985-08-16,M,david56@adventure-works.com,60000,Bachelors,872-555-0191
Jenny,Zhou,1974-10-13,F,jenny11@adventure-works.com,60000,Bachelors,763-555-0124
Kaylee,Baker,1973-12-22,F,kaylee39@adventure-works.com,60000,Bachelors,609-555-0179
Evan,Hernandez,1973-11-29,M,evan45@adventure-works.com,60000,Bachelors,592-555-0143
Blake,Perez,1968-08-13,M,blake39@adventure-works.com,60000,Bachelors,146-555-0191
Natalie,Cook,1969-06-20,F,natalie5@adventure-works.com,60000,Bachelors,468-555-0193
Elizabeth,Weisman,1974-09-15,F,elizabeth6@adventure-works.com,60000,Bachelors,117-555-0118
Hailey,Collins,1968-08-18,F,hailey45@adventure-works.com,60000,Graduate Degree,394-555-0185
Zoe,Ramirez,1967-09-17,F,zoe6@adventure-works.com,40000,High School,712-555-0144
Daniel,Davis,1973-12-04,M,daniel23@adventure-works.com,70000,Bachelors,217-555-0147
Shelby,Rogers,1968-05-02,F,shelby19@adventure-works.com,70000,Partial College,187-555-0139
Kyle,Zhang,1967-09-17,M,kyle19@adventure-works.com,70000,Partial College,793-555-0118
Alexandria,Long,1968-04-16,F,alexandria9@adventure-works.com,70000,Partial College,676-555-0172
Chloe,Robinson,1968-03-20,F,chloe28@adventure-works.com,70000,Partial College,570-555-0117
Evan,Kelly,1967-04-20,M,evan2@adventure-works.com,40000,High School,222-555-0139
Marcus,Jones,1972-08-29,M,marcus3@adventure-works.com,60000,Partial College,465-555-0162
Sarah,Jones,1972-11-10,F,sarah5@adventure-works.com,60000,Partial College,585-555-0177
Blake,Green,1971-05-05,M,blake32@adventure-works.com,40000,High School,397-555-0128
Morgan,Morris,1965-09-23,F,morgan48@adventure-works.com,40000,High School,178-555-0115
Jennifer,Alexander,1971-01-18,F,jennifer92@adventure-works.com,40000,High School,623-555-0122
Julian,Hughes,1965-12-30,M,julian13@adventure-works.com,60000,Partial College,301-555-0114
Luke,Coleman,1973-02-17,M,luke24@adventure-works.com,70000,Partial College,959-555-0119
Jason,Carter,1972-10-12,M,jason39@adventure-works.com,70000,Partial College,234-555-0170
Jose,Li,1973-03-16,M,jose20@adventure-works.com,70000,Partial College,145-555-0188
Micah,Liang,1973-01-13,M,micah4@adventure-works.com,70000,Partial College,843-555-0120
Benjamin,Taylor,1973-01-05,M,benjamin43@adventure-works.com,60000,Graduate Degree,571-555-0135
Logan,White,1965-07-06,M,logan64@adventure-works.com,60000,Partial College,710-555-0132
Caleb,Campbell,1971-05-03,M,caleb36@adventure-works.com,60000,Partial College,459-555-0187
Emma,Torres,1966-04-01,F,emma40@adventure-works.com,60000,Partial College,192-555-0182
Tanya,Gill,1966-02-16,F,tanya10@adventure-works.com,60000,Partial College,742-555-0111
Kristi,Schmidt,1970-07-23,F,kristi27@adventure-works.com,60000,Partial College,995-555-0114
Omar,Chen,1970-08-21,M,omar2@adventure-works.com,60000,Partial College,938-555-0117
Sydney,Gray,1964-07-21,F,sydney16@adventure-works.com,60000,Partial College,637-555-0114
Sebastian,Sanchez,1970-09-21,M,sebastian16@adventure-works.com,60000,Partial College,404-555-0117
Megan,Martin,1970-02-04,F,megan17@adventure-works.com,60000,Bachelors,612-555-0171
Elijah,Alexander,1970-10-05,M,elijah20@adventure-works.com,60000,Bachelors,100-555-0155
Aaron,King,1964-11-10,M,aaron51@adventure-works.com,70000,Graduate Degree,600-555-0195
Jan,Hall,1964-10-21,F,jan18@adventure-works.com,70000,Graduate Degree,118-555-0131
Tamara,Chander,1965-01-22,F,tamara27@adventure-works.com,80000,Graduate Degree,112-555-0164
Edward,Lewis,1964-05-01,M,edward43@adventure-works.com,60000,Bachelors,936-555-0189
Chase,Kelly,1974-09-09,M,chase3@adventure-works.com,60000,Bachelors,153-555-0118
Stephanie,Campbell,1964-03-06,F,stephanie54@adventure-works.com,60000,Bachelors,712-555-0117
Allison,Gonzalez,1964-04-11,F,allison31@adventure-works.com,60000,Bachelors,728-555-0144
Seth,Brooks,1964-05-30,M,seth74@adventure-works.com,60000,Bachelors,771-555-0118
Destiny,Davis,1963-08-09,F,destiny5@adventure-works.com,70000,Graduate Degree,251-555-0153
Blake,Hill,1964-01-15,M,blake30@adventure-works.com,70000,Graduate Degree,171-555-0174
Eduardo,Jackson,1980-09-09,M,eduardo10@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0114
Latoya,She,1984-09-17,F,latoya0@adventure-works.com,60000,Bachelors,1 (11) 500 555-0166
Victoria,Gonzales,1976-01-14,F,victoria63@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0176
Lauren,Bryant,1981-05-03,F,lauren64@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0156
Felicia,Ortega,1975-09-15,F,felicia20@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0185
Janet,Ortega,1976-01-05,F,janet27@adventure-works.com,90000,Bachelors,1 (11) 500 555-0182
Willie,Pal,1973-11-12,M,willie31@adventure-works.com,60000,Bachelors,1 (11) 500 555-0164
Linda,Ortega,1974-03-13,F,linda37@adventure-works.com,60000,Bachelors,1 (11) 500 555-0150
Vincent,Cai,1979-05-11,M,vincent21@adventure-works.com,70000,Bachelors,1 (11) 500 555-0116
Colin,Yuan,1979-12-19,M,colin30@adventure-works.com,70000,Bachelors,1 (11) 500 555-0170
Dawn,Nath,1980-11-18,F,dawn42@adventure-works.com,110000,Graduate Degree,1 (11) 500 555-0193
Melody,Moreno,1973-04-25,F,melody7@adventure-works.com,70000,Bachelors,1 (11) 500 555-0163
Edgar,Mehta,1972-10-16,M,edgar15@adventure-works.com,70000,Bachelors,1 (11) 500 555-0180
Randall,Gomez,1984-02-17,M,randall2@adventure-works.com,70000,Bachelors,1 (11) 500 555-0179
Ross,Fernandez,1972-08-10,M,ross15@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0177
Jessie,Ramos,1973-01-13,F,jessie36@adventure-works.com,80000,Graduate Degree,1 (11) 500 555-0112
Marc,Torres,1983-04-06,M,marc15@adventure-works.com,80000,Bachelors,1 (11) 500 555-0131
Candace,Raman,1972-01-01,F,candace12@adventure-works.com,90000,Bachelors,1 (11) 500 555-0148
Meagan,Madan,1977-05-20,F,meagan8@adventure-works.com,90000,Bachelors,1 (11) 500 555-0112
Clayton,Nara,1983-04-03,M,clayton34@adventure-works.com,90000,Bachelors,1 (11) 500 555-0162
Haley,Hernandez,1979-02-14,F,haley53@adventure-works.com,50000,Graduate Degree,120-555-0112
Peter,Nara,1979-02-20,M,peter21@adventure-works.com,50000,Graduate Degree,244-555-0113
Isaac,Rivera,1979-04-07,M,isaac16@adventure-works.com,50000,Graduate Degree,750-555-0140
Cameron,Moore,1984-01-21,M,cameron48@adventure-works.com,50000,Graduate Degree,293-555-0136
Gavin,Diaz,1979-01-03,M,gavin20@adventure-works.com,50000,Graduate Degree,726-555-0116
Emma,Sanchez,1978-10-10,F,emma25@adventure-works.com,50000,Graduate Degree,365-555-0125
Sierra,Roberts,1978-11-22,F,sierra3@adventure-works.com,50000,Graduate Degree,111-555-0177
Seth,Mitchell,1978-12-31,M,seth38@adventure-works.com,50000,Graduate Degree,171-555-0140
Miranda,Long,1978-01-21,F,miranda9@adventure-works.com,40000,Graduate Degree,258-555-0111
Haley,Henderson,1976-09-17,F,haley24@adventure-works.com,60000,Graduate Degree,868-555-0128
Sarah,Jackson,1977-01-15,F,sarah14@adventure-works.com,60000,Graduate Degree,653-555-0150
Jessica,Alexander,1977-05-19,F,jessica43@adventure-works.com,60000,Graduate Degree,617-555-0146
Barbara,Jai,1982-03-13,F,barbara42@adventure-works.com,60000,Graduate Degree,361-555-0177
Sara,Mitchell,1982-11-13,F,sara37@adventure-works.com,60000,Graduate Degree,537-555-0144
Jose,Turner,1978-06-18,M,jose42@adventure-works.com,40000,Graduate Degree,189-555-0195
Theodore,Diaz,1983-02-21,M,theodore3@adventure-works.com,40000,Bachelors,690-555-0189
Ian,Murphy,1978-03-13,M,ian82@adventure-works.com,60000,Graduate Degree,754-555-0141
Jerry,Nath,1978-03-05,M,jerry20@adventure-works.com,60000,Graduate Degree,271-555-0115
Destiny,James,1977-08-18,F,destiny43@adventure-works.com,70000,Graduate Degree,913-555-0130
Bailey,Phillips,1981-02-16,F,bailey27@adventure-works.com,50000,Bachelors,474-555-0183
Timothy,Gonzalez,1981-05-17,M,timothy34@adventure-works.com,50000,Bachelors,147-555-0193
Chase,Morgan,1975-10-19,M,chase13@adventure-works.com,60000,Graduate Degree,194-555-0127
Alexia,Perry,1974-11-24,F,alexia7@adventure-works.com,40000,Bachelors,193-555-0135
Xavier,Rogers,1980-03-16,M,xavier87@adventure-works.com,40000,Bachelors,457-555-0162
Lauren,Ross,1975-05-01,F,lauren51@adventure-works.com,40000,Bachelors,143-555-0123
Nicole,Thomas,1974-08-15,F,nicole11@adventure-works.com,40000,Bachelors,667-555-0136
Isabel,Jenkins,1985-08-03,F,isabel7@adventure-works.com,40000,Bachelors,774-555-0127
Devin,Coleman,1980-03-03,M,devin44@adventure-works.com,40000,Bachelors,792-555-0157
Brendan,Chande,1974-08-12,M,brendan13@adventure-works.com,40000,Bachelors,551-555-0157
Jessie,Wang,1980-09-09,M,jessie7@adventure-works.com,40000,Bachelors,527-555-0124
Jennifer,Baker,1975-05-07,F,jennifer19@adventure-works.com,60000,Graduate Degree,506-555-0157
Aaron,Sharma,1975-03-16,M,aaron30@adventure-works.com,60000,Graduate Degree,500-555-0177
Madison,Taylor,1977-02-05,F,madison9@adventure-works.com,60000,Graduate Degree,635-555-0173
Jan,Hernandez,1977-03-11,F,jan15@adventure-works.com,60000,Graduate Degree,845-555-0160
Haley,Turner,1976-10-15,F,haley44@adventure-works.com,60000,Graduate Degree,489-555-0139
Richard,Green,1976-09-08,M,richard25@adventure-works.com,70000,Graduate Degree,142-555-0146
Jennifer,Stewart,1982-08-06,F,jennifer52@adventure-works.com,70000,Graduate Degree,159-555-0111
Lucas,Baker,1977-03-03,M,lucas48@adventure-works.com,70000,Graduate Degree,787-555-0141
James,Parker,1974-10-10,M,james57@adventure-works.com,60000,Graduate Degree,730-555-0125
Juan,Gray,1973-07-01,M,juan16@adventure-works.com,60000,Bachelors,995-555-0114
Antonio,Washington,1978-01-03,M,antonio13@adventure-works.com,40000,Bachelors,373-555-0139
Abigail,Brooks,1978-06-11,F,abigail22@adventure-works.com,40000,Bachelors,367-555-0138
Andrew,Rodriguez,1973-03-21,M,andrew27@adventure-works.com,40000,Bachelors,586-555-0118
Mary,Patterson,1973-05-11,F,mary40@adventure-works.com,40000,Bachelors,956-555-0136
Dalton,Morgan,1976-01-05,M,dalton84@adventure-works.com,60000,Graduate Degree,530-555-0182
Hannah,Patterson,1981-04-20,F,hannah33@adventure-works.com,70000,Graduate Degree,110-555-0136
Joe,Torres,1981-10-19,M,joe35@adventure-works.com,70000,Graduate Degree,450-555-0115
Morgan,Miller,1981-11-23,F,morgan29@adventure-works.com,70000,Graduate Degree,339-555-0137
Daniel,Garcia,1975-10-20,M,daniel8@adventure-works.com,70000,Graduate Degree,125-555-0145
Jose,Lal,1973-04-08,M,jose23@adventure-works.com,70000,Bachelors,152-555-0130
Katelyn,Lopez,1977-08-22,F,katelyn45@adventure-works.com,60000,Graduate Degree,316-555-0185
Austin,Johnson,1971-10-13,M,austin40@adventure-works.com,60000,Graduate Degree,163-555-0134
Rohinton,Wadia,1971-12-11,F,rohinton1@adventure-works.com,60000,Graduate Degree,792-555-0137
Morgan,Turner,1977-10-20,F,morgan3@adventure-works.com,70000,Graduate Degree,856-555-0168
Aimee,She,1971-11-15,F,aimee17@adventure-works.com,70000,Graduate Degree,137-555-0149
Jessie,Alonso,1971-08-15,F,jessie6@adventure-works.com,70000,Graduate Degree,579-555-0138
Sara,Baker,1980-09-16,F,sara43@adventure-works.com,60000,Graduate Degree,256-555-0180
Katherine,Martinez,1980-06-04,F,katherine88@adventure-works.com,70000,Graduate Degree,584-555-0118
Sophia,Campbell,1975-05-02,F,sophia5@adventure-works.com,70000,Graduate Degree,766-555-0146
Taylor,Garcia,1974-07-15,F,taylor63@adventure-works.com,80000,Graduate Degree,301-555-0163
Christian,Ross,1975-05-24,M,christian18@adventure-works.com,80000,Graduate Degree,123-555-0152
Zoe,Murphy,1976-04-01,F,zoe13@adventure-works.com,40000,Bachelors,798-555-0157
Oscar,Price,1982-01-16,M,oscar9@adventure-works.com,80000,Bachelors,389-555-0114
Fernando,Flores,1982-04-20,M,fernando55@adventure-works.com,80000,Bachelors,162-555-0175
Elijah,Russell,1970-12-17,M,elijah21@adventure-works.com,80000,Bachelors,188-555-0159
Garrett,Travers,1970-10-25,M,garrett9@adventure-works.com,80000,Bachelors,879-555-0116
Haley,Alexander,1976-08-05,F,haley38@adventure-works.com,80000,Bachelors,951-555-0164
Justin,Rodriguez,1970-08-09,M,justin48@adventure-works.com,80000,Bachelors,211-555-0112
Tyler,Brown,1976-07-21,M,tyler9@adventure-works.com,60000,Graduate Degree,801-555-0121
Julian,Patterson,1976-05-13,M,julian12@adventure-works.com,60000,Graduate Degree,603-555-0169
Sean,Nelson,1969-09-13,M,sean41@adventure-works.com,40000,Bachelors,314-555-0153
Justin,Wilson,1970-04-03,M,justin38@adventure-works.com,50000,Bachelors,585-555-0152
Christy,Nara,1975-11-08,F,christy34@adventure-works.com,50000,Bachelors,639-555-0189
Natalie,Jones,1930-02-15,F,natalie71@adventure-works.com,30000,High School,119-555-0148
Savannah,Reed,1969-12-13,F,savannah18@adventure-works.com,50000,Bachelors,503-555-0151
Cassidy,Diaz,1970-05-31,F,cassidy23@adventure-works.com,50000,Bachelors,323-555-0140
Joshua,Lewis,1975-02-24,M,joshua23@adventure-works.com,50000,Bachelors,365-555-0198
Faith,Reed,1970-03-13,F,faith36@adventure-works.com,50000,Bachelors,727-555-0162
Brooke,Ramirez,1980-09-16,F,brooke7@adventure-works.com,50000,Bachelors,729-555-0139
Jada,Mitchell,1969-03-07,F,jada23@adventure-works.com,60000,Bachelors,416-555-0196
Kyle,Russell,1969-04-23,M,kyle15@adventure-works.com,60000,Bachelors,473-555-0199
Grace,Jones,1979-11-15,F,grace2@adventure-works.com,60000,Bachelors,388-555-0168
Jason,Mitchell,1973-10-16,M,jason40@adventure-works.com,60000,Graduate Degree,480-555-0139
Christian,Walker,1974-08-09,M,christian44@adventure-works.com,60000,Bachelors,531-555-0113
Seth,Hernandez,1969-02-13,M,seth26@adventure-works.com,60000,Graduate Degree,195-555-0146
Isabella,Young,1974-03-08,F,isabella56@adventure-works.com,60000,Graduate Degree,747-555-0149
Jordan,Coleman,1968-06-05,M,jordan2@adventure-works.com,40000,High School,996-555-0179
Blake,Garcia,1968-03-08,M,blake16@adventure-works.com,70000,Partial College,713-555-0128
Nicole,Walker,1967-07-09,F,nicole23@adventure-works.com,70000,Partial College,129-555-0165
Katherine,Carter,1967-10-22,F,katherine58@adventure-works.com,70000,Partial College,572-555-0120
Olivia,Peterson,1972-09-11,F,olivia40@adventure-works.com,40000,High School,409-555-0135
Jessica,Wood,1967-04-10,F,jessica26@adventure-works.com,60000,Partial College,130-555-0137
Elizabeth,Thompson,1967-03-06,F,elizabeth19@adventure-works.com,60000,Partial College,465-555-0154
Chloe,Rivera,1966-08-06,F,chloe54@adventure-works.com,60000,Partial College,372-555-0142
Lucas,Scott,1966-12-30,M,lucas46@adventure-works.com,60000,Partial College,764-555-0119
Nathaniel,James,1971-04-21,M,nathaniel0@adventure-works.com,40000,High School,112-555-0116
Jessica,Peterson,1973-01-31,F,jessica17@adventure-works.com,70000,Partial College,974-555-0184
