Cod_Archivo,Nombres,Anio,Edad,Plataforma,Juego
PT01,Murray Miller,2016,33,PC,Star Wars: Empire at War - Gold Pack
PT01,Pleasant Williams,2019,30,PS3,NCAA March Madness 08
PT01,Sterling Smith,2017,19,PS3,NHL 2K8
PT01,Steven Jones,2015,35,DS,Jenga World Tour
PT01,Axel Johnson,2019,21,PSP,Atari Classics Evolved
PT01,Boyd Miller,2020,43,Wii,Kawasaki Quad Bikes
PT01,Bryant Smith,2018,18,PS2,Jikkyou Powerful Pro Yakyuu 14 Ketteiban
PT01,Clement Smith,2016,22,PSP,Jikkyou Powerful Pro Yakyuu Portable 2
PT01,Erwin Smith,2019,45,DS,Reading Training
PT01,Ezekiel Wilson,2017,45,DS,Ochaken no Heya DS 2
PT01,Foster Davis,2016,33,PSP,Beowulf: The Game
PT01,Frances Brown,2019,21,DS,"Saiyuuki: Kinkaku, Ginkaku no Inbou"
PT01,Geo Jones,2015,34,PS2,Mugen Keitai Disgaea
PT01,Houston Smith,2018,25,PS2,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata
PT01,Issac Moore,2020,40,PS2,Kenka Banchou 2: Full Throttle
PT01,Jules Taylor,2016,36,X360,Zoids Assault
PT01,Larkin Miller,2018,32,DS,Kurikin: Nano Island Story
PT01,Mat Davis,2016,32,Wii,Naruto Shippuden: Gekito Ninja Taisen! EX 2
PT01,Morton Johnson,2017,27,DS,El Tigre: The Adventures of Manny Rivera
PT01,Orlando Davis,2016,18,X360,F.E.A.R. Files
PT01,Pierce Jones,2020,36,PS2,Samurai Warriors 2: Xtreme Legends
PT01,Prince Johnson,2016,24,PSP,Major League Baseball 2K7
PT01,Rollie Anderson,2017,44,PS3,Blacksite: Area 51
PT01,Rollin Taylor,2015,27,DS,Indianapolis 500 Legends
PT01,Sim Smith,2019,24,DS,FIFA Street 3
PT01,Stuart Moore,2015,25,Wii,Rygar: The Battle of Argus
PT01,Wilburn Martin,2018,33,DS,Wordmaster
PT01,Bennett Wilson,2019,27,X360,Raiden Fighters Aces
PT01,Casper Thomas,2016,24,PSP,Harvey Birdman: Attorney at Law
PT01,Christ Smith,2017,28,PSP,echochrome
PT01,Dell White,2019,41,Wii,Championship Foosball
PT01,Egbert Miller,2020,18,DS,Tom Clancy's EndWar
PT01,Elmo Anderson,2020,41,DS,Lock's Quest
PT01,Fay Wilson,2019,19,PSP,Space Invaders Extreme
PT01,Gabriel Williams,2017,34,DS,Pipe Mania
PT01,Hector Johnson,2020,27,Wii,Space Chimps
PT01,Horatio Anderson,2020,21,DS,Doraemon: Nobita to Midori no Kyojinden DS
PT01,Lige Brown,2018,44,DS,Spectral Force Genesis
PT01,Saul Martin,2020,41,Wii,Agatha Christie: Evil Under the Sun
PT01,Smith Thompson,2016,45,DS,World Championship Games: A Track & Field Event
PT01,Squire Smith,2016,38,PS3,Ratchet & Clank Future: Quest for Booty
PT01,Tobe Thomas,2017,39,X360,Supreme Commander
PT01,Tommie Anderson,2019,37,Wii,Ski and Shoot
PT01,Wyatt Johnson,2015,24,PC,The Sims 2: Apartment Life
PT01,Alford Smith,2019,27,Wii,MLB Superstars
PT01,Alma Davis,2020,36,PSP,Prinny: Can I Really Be the Hero?
PT01,Alton Jackson,2019,36,Wii,The Mummy: Tomb of the Dragon Emperor
PT01,Andres Taylor,2017,20,X360,Karaoke Revolution Presents American Idol Encore 2
PT01,Burl Brown,2020,28,DS,The Mummy: Tomb of the Dragon Emperor
PT01,Cicero Garcia,2020,23,PS3,Karaoke Revolution Presents American Idol Encore
PT01,Dean Lee,2015,24,DS,Knights in the Nightmare
PT01,Dorsey Thompson,2018,35,Wii,Harvey Birdman: Attorney at Law
PT01,Enos Johnson,2016,33,Wii,Jumper: Griffin's Story
PT01,Howell Wilson,2015,32,DS,My Stop Smoking Coach: Allen Carr's EasyWay
PT01,Lou Johnson,2017,26,X360,Battle Fantasia
PT01,Loyd Anderson,2015,20,DS,Bella Sara
PT01,Mahlon Moore,2016,29,DS,Brain Voyage
PT01,Nat Wilson,2017,18,DS,My Make-Up
PT01,Omar Brown,2016,45,DS,Midnight Play! Pack
PT01,Oran Jones,2018,26,DS,L: the proLogue to DEATH NOTE - Rasen no Wana
PT01,Parker Johnson,2020,44,PSP,Monster Jam: Urban Assault
PT01,Raleigh Lee,2017,28,DS,1 vs. 100
PT01,Reginald Johnson,2018,23,X360,Darkest of Days
PT01,Rubin Lee,2015,19,Wii,Big League Sports: Summer
PT01,Seymour Garcia,2020,44,X360,Raven Squad: Operation Hidden Dagger
PT01,Wm Martin,2017,26,DS,Metal Fight Beyblade
PT01,Young Jones,2015,22,DS,Fresh PreCure! Asobi Collection
PT01,Benjamine Martinez,2018,32,Wii,Fishing Master World Tour
PT01,Carey Thomas,2018,38,PS2,Dora the Explorer: Dora Saves the Crystal Kingdom
PT01,Carlton Martin,2017,24,Wii,Alien Monster Bowling League
PT01,Eldridge Miller,2016,43,DS,Playmobil Pirates
PT01,Elzie White,2020,36,DS,Henry Hatsworth in the Puzzling Adventure
PT01,Garrett Thomas,2020,33,Wii,Playmobil Circus
PT01,Isham Johnson,2020,41,PSP,Hakuoki: Demon of the Fleeting Blossom
PT01,Johnson Smith,2015,30,PS3,Destroy All Humans! Path of the Furon
PT01,Larry Thompson,2018,40,DS,Wonder World Amusement Park
PT01,Logan Rodriguez,2016,27,PS3,SingStar: Made In Germany
PT01,Merrill White,2020,22,PSP,The Secret Saturdays: Beasts of the 5th Sun
PT01,Mont Wilson,2018,28,DS,Fighting Fantasy: The Warlock of Firetop Mountain
PT01,Oren Lee,2018,39,PSP,Beaterator
PT01,Pierre Jones,2017,37,DS,Blood of Bahamut
PT01,Rex Taylor,2019,29,PS3,Damnation
PT01,Rodney Moore,2019,19,PSP,Obscure: The Aftermath
PT01,Ted Brown,2019,30,Wii,Family GameShow
PT01,Webster Williams,2020,37,Wii,Ski-Doo Snowmobile Challenge
PT01,West Taylor,2015,27,Wii,Go Play: City Sports
PT01,Wheeler Martin,2019,42,PSP,Mimana Iyar Chronicle
PT01,Willam Martinez,2019,35,Wii,Jambo! Safari Animal Rescue
PT01,Al Moore,2017,25,PSP,Bleach: Heat the Soul 6
PT01,Aloysius Rodriguez,2018,26,DS,Roary the Racing Car
PT01,Alvie Williams,2019,34,PSP,Scrabble
PT01,Anna Williams,2016,22,PS3,Tornado Outbreak
PT01,Art Moore,2018,20,PS3,Burnout Paradise: The Ultimate Box
PT01,Augustine Miller,2019,30,Wii,Mad Dog McCree: Gunslinger Pack
PT01,Bailey Martin,2018,42,PC,Crysis: Maximum Edition
PT01,Benjaman Johnson,2016,35,Wii,Wacky World of Sports
PT01,Beverly White,2020,30,DS,Dreamer Series: Teacher
PT01,Bishop Jackson,2018,31,DS,MLB 2K9 Fantasy All-Stars
PT01,Clair Davis,2019,26,X360,ShellShock 2: Blood Trails
PT01,Cloyd White,2015,25,Wii,Team Elimination Games
PT01,Coleman Williams,2018,44,Wii,Karaoke Joysound Wii DX
PT01,Dana Jones,2018,22,DS,Sloane to MacHale no Nazo no Monogatari 2
PT01,Duncan Thomas,2018,41,X360,Cloudy With a Chance of Meatballs
PT01,Dwight Thomas,2018,35,PSP,Ys I & II Chronicles
PT01,Emile Brown,2018,26,PSP,Petz: Saddle Club
PT01,Evert Thompson,2018,34,Wii,Build 'n Race
PT01,Henderson Miller,2017,43,PSP,Shadow of Destiny
PT01,Hunter Jackson,2016,18,X360,The X-Factor
PT01,Jean Thompson,2016,19,PSP,Kiniro no Corda 3
PT01,Lem Johnson,2017,30,PC,Ghostbusters: The Video Game (DS Version)
PT01,Luis Wilson,2018,39,PS3,SingStar Apres-Ski Party 2
PT01,Mathias Taylor,2016,41,PSP,Cabela's North American Adventures
PT01,Maynard Lee,2015,20,X360,Field & Stream: Total Outdoorsman Challenge
PT01,Miguel Williams,2019,28,DS,Galactic Taz Ball
PT01,Mortimer White,2017,35,PSP,"Prinny 2: Dawn of Operation Panties, Dood!"
PT01,Nels Garcia,2018,40,PSP,Hakuouki: Zuisouroku Portable
PT01,Norris Jones,2018,28,Wii,U-Sing  2
PT01,Pat Williams,2019,29,X360,Backyard Sports: Sandlot Sluggers
PT01,Phil Brown,2015,45,PS3,Truth or Lies
PT01,Rush Thompson,2020,25,PS2,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen
PT01,Santiago Miller,2018,42,Wii,Get Fit with Mel B
PT01,Sol Anderson,2015,38,DS,Dora's Big Birthday Adventure
PT01,Sydney Brown,2017,37,DS,I Love Puppies
PT01,Thaddeus Davis,2016,35,DS,Challenge Me: Brain Puzzles 2
PT01,Thornton Brown,2016,37,DS,Quiz Magic Academy DS: Futatsu no Jikuu Koku
PT01,Tim Anderson,2018,36,Wii,NERF N-Strike: Double Blast Bundle
PT01,Travis Miller,2015,41,Wii,Great Party Games
PT01,Truman Thomas,2020,24,DS,Are You Smarter Than a 5th Grader? Back to School
PT01,Watson Moore,2015,32,Wii,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!
PT01,Webb Jones,2020,32,PS3,Last Rebellion
PT01,Wellington Martin,2019,26,X360,Quantum Theory
PT01,Winfred Williams,2018,43,X360,Bass Pro Shops: The Hunt
PT01,Wylie Williams,2015,42,Wii,Momu-chan Diet Wii: Figurobics by Chon Dayon
PT01,Alec Brown,2016,30,DS,Game Hits!
PT01,Basil Taylor,2019,43,DS,Thomas & Friends: Hero of the Rails
PT01,Baxter Martinez,2020,38,X360,Deadliest Catch: Sea of Chaos
PT01,Bertrand Brown,2019,42,DS,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!
PT01,Buford Jackson,2019,43,Wii,Data East Arcade Classics
PT01,Burr Miller,2017,20,Wii,Little League World Series Baseball: Double Play
PT01,Cleveland Miller,2017,19,DS,The Bachelor: The Videogame
PT01,Colonel Miller,2019,38,PSP,Knights in the Nightmare
PT01,Dempsey White,2019,30,Wii,Busy Scissors
PT01,Early Davis,2018,33,DS,Princess Isabella: A Witch's Curse
PT01,Ellsworth Jones,2020,40,Wii,Jaws: Ultimate Predator
PT01,Fate Jackson,2018,30,Wii,Rock Band Country Track Pack 2
PT01,Finley Thompson,2015,33,PC,Angry Birds: Rio
PT01,Gabe Williams,2020,27,PS3,Dance on Broadway
PT01,Garland Johnson,2017,34,PC,Dungeons
PT01,Gerald Jones,2018,18,Wii,Monopoly Collection
PT01,Herschel Jackson,2019,33,Wii,Generator Rex: Agent of Providence
PT01,Hezekiah Davis,2016,33,DS,Dragon Ball Kai: Ultimate Butouden
PT01,Justus Miller,2018,19,PS3,WSC Real 11: World Snooker Championship
PT01,Lindsey Davis,2019,20,DS,Pillow Pets
PT01,Marcellus Davis,2016,27,3DS,Driver: Renegade
PT01,Olaf Anderson,2019,25,PC,Pro Evolution Soccer 2012
PT01,Olin Garcia,2018,30,X360,JASF: Jane's Advanced Strike Fighters
PT01,Pablo Wilson,2019,45,DS,Cake Mania: Main Street
PT01,Rolland Rodriguez,2016,22,DS,DaGeDar
PT01,Turner Garcia,2020,44,PS3,Ben 10 Galactic Racing
PT01,Verne Jackson,2018,42,DS,Junior Mystery Quest
PT01,Volney Williams,2015,29,X360,Jimmie Johnson's Anything With an Engine
PT01,Williams Rodriguez,2020,42,3DS,Carnival Games: Wild West 3D
PT01,Almon Miller,2017,39,PS3,Winter Stars
PT01,Alois Williams,2018,25,PS3,Blazblue: Continuum Shift Extend
PT01,Alonza Brown,2020,41,Wii,Remington Super Slam Hunting: Alaska
PT01,Anson Lee,2016,30,Wii,The $1 Pyramid
PT01,Authur Garcia,2020,39,Wii,Spider-Man: Edge of Time
PT01,Benton Martinez,2017,45,PS3,No More Heroes: Red Zone
PT01,Billie Martinez,2020,22,DS,Bakugan: Rise of the Resistance
PT01,Cornelious Jones,2019,19,PS3,Back to the Future: The Game
PT01,Darius Davis,2016,18,3DS,Mahjong Cub3D
PT01,Denis Jones,2019,25,PS3,Chou Jigen Game Neptune Mk-II
PT01,Dillard Moore,2016,21,PC,Red Faction: Armageddon
PT01,Doctor Taylor,2019,34,PS3,Puss in Boots
PT01,Elvin Moore,2020,36,Wii,The Penguins of Madagascar: Dr. Blowhole Returns - Again!
PT01,Emma Miller,2019,32,PS3,Knights Contract
PT01,Eric Taylor,2016,32,PC,Gray Matter
PT01,Evans Martinez,2015,30,PS2,FIFA 12
PT01,Gideon Davis,2017,33,PC,Edna & Harvey: Harvey's New Eyes
PT01,Haywood Davis,2019,25,Wii,Cartoon Network: Punch Time Explosion XL
PT01,Hilliard Miller,2020,23,PS3,The Penguins of Madagascar: Dr. Blowhole Returns - Again!
PT01,Hosea Davis,2018,39,PSP,PhotoKano
PT01,Lincoln Brown,2017,43,3DS,Ouchi Mainichi Tamagotchi
PT01,Lonzo Thomas,2015,40,PSP,Uta no Prince-Sama: Debut
PT01,Lucious Wilson,2015,45,3DS,Brain Age: Concentration Training
PT01,Lum Wilson,2015,20,PS3,Resident Evil Chronicles HD
PT01,Malachi Rodriguez,2015,37,PSV,Supremacy MMA
PT01,Newt Davis,2016,30,PSP,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen
PT01,Noel Lee,2020,32,PSV,Atelier Totori: The Adventurer of Arland
PT01,Orie Jones,2019,31,PS3,Romance of the Three Kingdoms XII
PT01,Palmer Anderson,2018,36,PSV,Jikkyou Powerful Pro Yakyuu 2012
PT01,Pinkney Taylor,2016,27,PSP,Major League Baseball 2K12
PT01,Shirley Martin,2017,32,PC,Pro Evolution Soccer 2013
PT01,Sumner Martin,2020,34,3DS,Lost Heroes
PT01,Terry Moore,2018,21,PSV,Gundam Breaker
PT01,Urban White,2015,31,3DS,PAC-MAN and the Ghostly Adventures
PT01,Uriah Anderson,2020,39,WiiU,The Amazing Spider-Man (Console Version)
PT01,Valentine Brown,2016,33,PS3,Young Justice: Legacy
PT01,Waldo Garcia,2018,27,3DS,Cardfight!! Vanguard: Ride to Victory
PT01,Warner Wilson,2019,24,3DS,Inazuma Eleven 3
PT01,Wong White,2019,40,PSP,Uta no Prince-Sama: Music 2
PT01,Zeb Anderson,2020,39,WiiU,The Smurfs 2
PT01,Abel Anderson,2016,30,3DS,Digimon World Re:Digitize Decode
PT01,Alden Martinez,2018,23,PS3,PAC-MAN and the Ghostly Adventures
PT01,Archer Garcia,2015,31,PC,Risen 3: Titan Lords
PT01,Avery Martin,2018,30,WiiU,The Voice
PT01,Carson Jackson,2017,26,3DS,Etrian Odyssey 2 Untold: Knight of Fafnir
PT01,Cullen Lee,2015,35,PSV,Girls und Panzer: I Will Master Tankery
PT01,Doc Thomas,2017,37,WiiU,How to Train Your Dragon 2
PT01,Eben Thompson,2019,22,X360,MotoGP 14
PT01,Elige Thompson,2019,19,PSP,Pro Yaky? Spirits 2014
PT01,Elizabeth Martin,2016,18,PSV,Hyperdimension Neptunia Re;Birth 2
PT01,Elmore Davis,2018,45,X360,Escape Dead Island
PT01,Ernst Taylor,2017,18,X360,Adventure Time: The Secret of the Nameless Kingdom
PT01,Finis Wilson,2015,34,PS3,Dynasty Warriors 8: Empires
PT01,Freddie Garcia,2019,32,WiiU,Just Dance Wii U
PT01,Godfrey Martin,2020,43,X360,Adventure Time: Finn & Jake Investigations
PT01,Guss Thomas,2019,28,PS4,The Crew: Wild Run
PT01,Hamp Lee,2017,30,PS4,Devil May Cry 4
PT01,Hermann Taylor,2016,39,PC,NBA 2K16
PT01,Isadore Lee,2016,21,X360,Transformers: Devastation
PT01,Isreal White,2020,38,3DS,Pokemon Rumble World
PT01,Jones Martin,2015,42,PS4,Samurai Warriors 4: Empires
PT01,June Anderson,2016,31,PS3,Sengoku Basara 4: Sumeragi
PT01,Lacy Rodriguez,2018,30,X360,Resident Evil: Revelations 2
PT01,Lafe Garcia,2019,31,X360,SpongeBob: HeroPants
PT01,Leland Williams,2015,22,PS4,Adventure Time: Finn & Jake Investigations
PT01,Llewellyn Martinez,2019,27,PC,Might & Magic Heroes VII
PT01,Ludwig Garcia,2017,32,XOne,Rugby 15
PT01,Manford Taylor,2018,35,3DS,Taiko no Tatsujin: Don Don! Mystery Adventure
PT01,Maxwell Wilson,2017,37,PS4,Gundam Breaker 3
PT01,Minnie Martinez,2015,45,PS4,The King of Fighters XIV
PT01,Obie Wilson,2018,32,PSV,Digimon World: Next Order
PT01,Octave Moore,2019,25,PSV,Lego Star Wars: The Force Awakens
PT01,Orrin Moore,2018,35,PS4,The Idolmaster: Platinum Stars
PT01,Ossie Jones,2019,36,3DS,Disney Art Academy
PT01,Oswald Rodriguez,2018,27,PS4,Super Robot Wars OG: The Moon Dwellers
PT01,Park Martinez,2018,27,XOne,F1 2016 (Codemasters)
PT01,Parley Moore,2016,44,WiiU,Lego Star Wars: The Force Awakens
PT01,Ramon Rodriguez,2018,37,PSV,Ys VIII: Lacrimosa of Dana
PT01,Rice Martin,2020,23,2600,Super Football
PT01,Stonewall Rodriguez,2016,39,SNES,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki
PT01,Theo Taylor,2017,32,SAT,Theme Park
PT01,Tillman Lee,2016,38,PS,King's Field (Japan)
PT01,Addie Lee,2019,41,GEN,Yuu Yuu Hakusho: Makyo Toitsusen
PT01,Aron Thompson,2018,22,GEN,Dragon Slayer: The Legend of Heroes
PT01,Ashley Thomas,2015,27,SNES,Majin Tensei
PT01,Bernhard Thomas,2019,42,SAT,Princess Maker 2
PT01,Bertie Martin,2020,44,SAT,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant
PT01,Berton White,2015,41,PS,Blades of Blood: Samurai Shodown III
PT01,Buster Martinez,2017,25,PS,Slam 'n Jam '96 featuring Magic & Kareem
PT01,Butler Wilson,2018,30,NG,Samurai Shodown III
PT01,Carleton Anderson,2015,40,PS,Tempest 3X
PT01,Carrie Wilson,2015,32,PS,A-Train
PT01,Clara Rodriguez,2015,37,PS,Striker 96
PT01,Clarance Moore,2016,19,SAT,GOTHA: Ismailia Seneki
PT01,Clare Anderson,2016,18,PS,Krazy Ivan
PT01,Crawford Wilson,2018,33,SAT,Quo Vadis
PT01,Danial White,2015,32,SAT,Tokimeki Memorial: Taisen Pazurudama
PT01,Dayton Thomas,2017,41,PS,Iron Man / X-O Manowar in Heavy Metal
PT01,Dolphus White,2019,42,PS,Robotron X
PT01,Elder Thompson,2020,28,SAT,The Space Bar
PT01,Ephriam Thompson,2017,39,PS,Skeleton Warriors
PT01,Fayette Anderson,2019,43,SNES,Sound Novel Tsukuru
PT01,Felipe White,2015,41,PS,The King of Fighters '96
PT01,Fernando Thompson,2017,31,N64,Bust-A-Move 2 Arcade Edition
PT01,Flem Jackson,2016,35,SAT,Sentimental Graffiti: First Window
PT01,Florence Moore,2018,31,PS,Ogre Battle Series: Tactics Ogre
PT01,Ford Thompson,2018,19,SAT,Virus
PT01,Harlan Jackson,2017,42,PS,Wreckin Crew
PT01,Hayes Davis,2020,35,PS,S.C.A.R.S
PT01,Henery Wilson,2020,42,DC,Godzilla Generations
PT01,Hoy Taylor,2017,41,SNES,Derby Stallion 98
PT01,Huston Jackson,2020,37,PS,Slayers Royal
PT01,Ida Taylor,2015,30,PS,R/C Stunt Copter
PT01,Ivory Rodriguez,2016,41,SAT,Black/Matrix
PT01,Jonah Lee,2016,36,N64,Knife Edge: NoseGunner
PT01,Justin Anderson,2016,29,N64,Wetrix
PT01,Lenard Lee,2018,41,N64,NHL Breakaway 99
PT01,Leopold Taylor,2016,38,N64,Iggy's Reckin' Balls
PT01,Lionel Anderson,2019,39,PS,Real Robots Final Attack
PT01,Manley White,2020,37,PS,Auto Destruct
PT01,Marquis Jackson,2020,34,SAT,Deep Fear
PT01,Marshal Thompson,2016,30,SAT,Slayers Royal 2
PT01,Mart Jackson,2020,24,PS,No One Can Stop Mr. Domino!
PT01,Odie Moore,2020,30,SAT,Dragon Force II: Kamisarishi Daichi ni
PT01,Olen Thomas,2016,18,PS,Monkey Hero
PT01,Oral Jackson,2015,19,PS,Koudelka
PT01,Orley Thomas,2018,44,PS,The King of Fighters '98: Dream Match Never Ends
PT01,Otha Martin,2019,35,PS,Final Fantasy VI
PT01,Press Martin,2016,20,PS,Incredible Crisis
PT01,Price Moore,2017,44,PS2,Ephemeral Fantasia
PT01,Quincy Anderson,2019,41,DC,Derby Tsuku: Derby Uma o Tsukurou!
PT01,Randall Thomas,2016,40,PS2,Disney's Donald Duck: Goin' Quackers
PT01,Rich Jackson,2016,42,PS,Armorines: Project S.W.A.R.M.
PT01,Richmond Thompson,2016,32,PS2,Orega Kantoku Da! Gekitou Pennant Race
PT01,Romeo Taylor,2016,20,PS,Strider 2
PT01,Russel White,2018,26,PS2,Gradius III and IV
PT01,Rutherford Thompson,2018,37,DC,Sentimental Graffiti 2
PT01,Shade Thomas,2019,40,PS2,Gadget Racers
PT01,Shelby Thompson,2017,24,PS,Duke Nukem: Land of the Babes
PT01,Solon Jackson,2016,27,PS2,ESPN NFL Primetime 2002
PT01,Thurman Wilson,2018,31,GBA,Gradius Galaxies
PT01,Tilden White,2020,35,GBA,Pinobee: Wings of Adventure
PT01,Troy Martin,2019,32,PS2,The Legend of Alon D'ar
PT01,Woodson Garcia,2019,44,PS2,Pilot ni Narou! 2
PT01,Worth Taylor,2017,40,PS2,Hidden Invasion
PT01,Aden Lee,2015,20,GBA,Boxing Fever
PT01,Alcide Rodriguez,2016,42,PS,Skydiving Extreme
PT01,Alf Moore,2017,32,XB,Prisoner of War
PT01,Algie Thomas,2015,30,GC,Bomberman Jetters
PT01,Arlie Lee,2017,22,PS2,Tokimeki Memorial: Girl's Side
PT01,Bart Martinez,2020,38,PS2,LEGO Soccer Mania
PT01,Bedford Lee,2018,24,PS2,Grand Prix Challenge
PT01,Benito Thompson,2017,42,GC,Swingerz Golf
PT01,Billy Jackson,2016,36,GC,FIFA Soccer 2003
PT01,Bird Garcia,2018,25,GC,Outlaw Golf
PT01,Birt Moore,2017,33,GC,Smuggler's Run: Warzones
PT01,Bruno White,2020,44,N64,Tony Hawk's Pro Skater 3
PT01,Burley Jackson,2020,41,GBA,The King of Fighters EX2: Howling Blood
PT01,Chancy Lee,2018,31,XB,Fireblade
PT01,Claus White,2018,20,GC,Taz Wanted
PT01,Cliff Rodriguez,2019,39,GC,Evolution Worlds
PT01,Clovis Martinez,2016,40,PS2,Sub Rebellion
PT01,Connie Lee,2016,23,GBA,LEGO Soccer Mania
PT01,Creed Martinez,2019,42,GC,Ultimate Fighting Championship: Throwdown
PT01,Delos Garcia,2017,21,PS2,Endgame
PT01,Duke Martin,2018,26,GC,NHL Hitz 20-03
PT01,Eber Rodriguez,2018,37,GC,Momotarou Dentetsu 11
PT01,Eligah Martinez,2019,45,XB,Frogger Beyond
PT01,Elliot Garcia,2019,28,GBA,GT Advance 3: Pro Concept Racing
PT01,Elton Jackson,2016,36,PS2,P.T.O. IV: Pacific Theater of Operations
PT01,Emmitt Garcia,2020,30,GBA,Medal of Honor: Underground
PT01,Gene Martinez,2018,33,GC,Driven
PT01,Golden Garcia,2016,29,XB,Dynasty Warriors 3
PT01,Hal Rodriguez,2015,45,GBA,Rescue Heroes: Billy Blazes
PT01,Hardin Rodriguez,2017,31,XB,Sega GT Online
PT01,Harman Martinez,2015,33,GBA,Zoids: Legacy
PT01,Hervey Garcia,2017,24,GBA,Onimusha Tactics
PT01,Hollis Martinez,2019,33,GBA,Ultimate Brain Games
PT01,Ivey Rodriguez,2017,41,XB,Aliens versus Predator: Extinction
PT01,Jennie Smith,2017,25,PS2,RTX Red Rock
PT01,Len Rodriguez,2018,32,GBA,Shining Soul II
PT01,Lindsay Garcia,2017,39,XB,The Italian Job
PT01,Lonie Johnson,2019,20,PS2,Space Channel 5 Special Edition
PT01,Lyle Martinez,2015,40,GC,Big Mutha Truckers
PT01,Mac Thomas,2020,42,GC,Harry Potter and the Sorcerer's Stone
PT01,Mal Williams,2018,42,XB,High Heat Major League Baseball 2004
PT01,Math Martin,2015,26,XB,Goblin Commander: Unleash the Horde
PT01,Miller Rodriguez,2020,28,GC,Superman: Shadow of Apokolips
PT01,Orson Brown,2020,24,GC,Batman: Dark Tomorrow
PT01,Osborne Jones,2018,29,XB,Battlestar Galactica
PT01,Percival Miller,2019,22,XB,RoadKill
PT01,Pleas Davis,2018,26,GC,P.N.03 - Product Number Three
PT01,Ples Thomas,2016,38,GC,Phantasy Star Online Episode III: C.A.R.D. Revolution
PT01,Rafael Wilson,2016,24,GC,WWE Crush Hour
PT01,Raoul Anderson,2016,24,GC,Resident Evil 3: Nemesis
PT01,Roderick Lee,2018,29,GC,All-Star Baseball 2004
PT01,Rose Thompson,2016,42,GC,R: Racing Evolution
PT01,Shelton Moore,2018,19,GC,Conflict: Desert Storm
PT01,Sid White,2017,33,GC,SRS: Street Racing Syndicate
PT01,Theron Taylor,2015,25,GBA,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen
PT01,Tobias Jackson,2017,19,GBA,Famicom Mini: Mario Bros.
PT01,Toney Smith,2015,19,GBA,RockMan EXE 4.5 Real Operation
PT01,Tyler Smith,2020,30,GBA,Gundam Seed: Battle Assault
PT01,Vance Smith,2017,45,GBA,Famicom Mini: Adventure Island
PT01,Vivian Smith,2020,37,GBA,Shining Force: Resurrection of the Dark Dragon
PT01,Walton Johnson,2016,42,GBA,Metal Slug Advance
PT01,Watt Johnson,2017,40,GBA,FIFA Soccer 2005
PT01,Weaver Smith,2015,19,PS2,Seven Samurai 20XX
PT01,Wilton Williams,2019,18,GC,Tom Clancy's Splinter Cell: Pandora Tomorrow
PT01,Adolf Johnson,2017,18,PS2,Nobunaga's Ambition: Rise to Power
PT01,Albin Smith,2020,23,PS2,Samurai Western
PT01,Albion Brown,2020,35,DS,Kenshuui Tendo Dokuta
PT01,Allison Smith,2016,39,GBA,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars
PT01,Alpha Johnson,2020,26,GBA,Famicom Mini: Star Soldier
PT01,Alpheus Brown,2019,35,GBA,Cartoon Network Collection: Game Boy Advance Video Volume 2
PT01,Anastacio Garcia,2016,21,XB,Indycar Series 2005
PT01,Andre Williams,2018,34,GBA,Pocket Dogs
PT01,Annie Jones,2015,32,PS2,Ape Escape: Pumped & Primed
PT01,Arlington Jones,2016,33,XB,The Dukes of Hazzard: Return of the General Lee
PT01,Armand Rodriguez,2015,22,GC,Pitfall: The Lost Expedition
PT01,Asberry Brown,2019,42,PC,Need for Speed Underground 2
PT01,Asbury Miller,2020,23,PC,The Lord of the Rings: The Battle for Middle-Earth
PT01,Asher Jones,2015,28,PS2,Stella Deus: The Gate of Eternity
PT01,Augustin Williams,2019,38,XB,Vietcong: Purple Haze
PT01,Auther Johnson,2019,23,GBA,Codename: Kids Next Door: Operation S.O.D.A.
PT01,Author Davis,2017,36,XB,Pinball Hall of Fame: The Gottlieb Collection
PT01,Ballard Johnson,2018,21,XB,MTV Music Generator 3: This Is the Remix
PT01,Blas Martinez,2015,24,DS,Marvel Nemesis: Rise of the Imperfects
PT01,Caesar Smith,2017,31,PC,Battlefield 2
PT01,Candido Brown,2019,36,PSP,Frantix
PT01,Cato Miller,2016,19,GBA,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
PT01,Clarke Miller,2017,35,GC,Hello Kitty: Roller Rescue
PT01,Clemente Williams,2015,36,GC,Jikkyou Powerful Pro Yakyuu 12
PT01,Colin Smith,2017,33,GBA,Board Game Classics
PT01,Commodore Williams,2017,32,PS2,Shin Megami Tensei: Digital Devil Saga 2
PT01,Cora Jones,2018,44,PS2,Zatch Bell! Mamodo Battles
PT01,Coy Davis,2020,33,PSP,Exit
PT01,Cruz Brown,2015,40,PSP,Smart Bomb
PT01,Curt Miller,2016,45,PSP,PoPoLoCrois (JP sales)
